DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester,WeekNumberOfMonth,FiscalYearRange,fiscal month number
20250814,14 August 2025,5,THURSDAY,14,226,33,AUGUST,8,3,2025,2,2,2026,1,2,2025-2026,5
20150814,14 August 2015,6,FRIDAY,14,226,33,AUGUST,8,3,2015,2,2,2016,1,2,2015-2016,5
20210914,14 September 2021,3,TUESDAY,14,257,38,SEPTEMBER,9,3,2021,2,2,2022,1,2,2021-2022,6
20230714,14 July 2023,6,FRIDAY,14,195,28,JULY,7,3,2023,2,2,2024,1,2,2023-2024,4
20150714,14 July 2015,3,TUESDAY,14,195,29,JULY,7,3,2015,2,2,2016,1,2,2015-2016,4
20230914,14 September 2023,5,THURSDAY,14,257,37,SEPTEMBER,9,3,2023,2,2,2024,1,2,2023-2024,6
20210814,14 August 2021,7,SATURDAY,14,226,33,AUGUST,8,3,2021,2,2,2022,1,2,2021-2022,5
20220714,14 July 2022,5,THURSDAY,14,195,29,JULY,7,3,2022,2,2,2023,1,2,2022-2023,4
20190714,14 July 2019,1,SUNDAY,14,195,29,JULY,7,3,2019,2,2,2020,1,2,2019-2020,4
20170714,14 July 2017,6,FRIDAY,14,195,28,JULY,7,3,2017,2,2,2018,1,2,2017-2018,4
20240814,14 August 2024,4,WEDNESDAY,14,227,33,AUGUST,8,3,2024,2,2,2025,1,2,2024-2025,5
20200814,14 August 2020,6,FRIDAY,14,227,33,AUGUST,8,3,2020,2,2,2021,1,2,2020-2021,5
20180814,14 August 2018,3,TUESDAY,14,226,33,AUGUST,8,3,2018,2,2,2019,1,2,2018-2019,5
20130814,14 August 2013,4,WEDNESDAY,14,226,33,AUGUST,8,3,2013,2,2,2014,1,2,2013-2014,5
20140814,14 August 2014,5,THURSDAY,14,226,33,AUGUST,8,3,2014,2,2,2015,1,2,2014-2015,5
20160714,14 July 2016,5,THURSDAY,14,196,29,JULY,7,3,2016,2,2,2017,1,2,2016-2017,4
20190914,14 September 2019,7,SATURDAY,14,257,37,SEPTEMBER,9,3,2019,2,2,2020,1,2,2019-2020,6
20220814,14 August 2022,1,SUNDAY,14,226,34,AUGUST,8,3,2022,2,2,2023,1,2,2022-2023,5
20200914,14 September 2020,2,MONDAY,14,258,38,SEPTEMBER,9,3,2020,2,2,2021,1,2,2020-2021,6
20240914,14 September 2024,7,SATURDAY,14,258,37,SEPTEMBER,9,3,2024,2,2,2025,1,2,2024-2025,6
20220914,14 September 2022,4,WEDNESDAY,14,257,38,SEPTEMBER,9,3,2022,2,2,2023,1,2,2022-2023,6
20250914,14 September 2025,1,SUNDAY,14,257,38,SEPTEMBER,9,3,2025,2,2,2026,1,2,2025-2026,6
20130914,14 September 2013,7,SATURDAY,14,257,37,SEPTEMBER,9,3,2013,2,2,2014,1,2,2013-2014,6
20171114,14 November 2017,3,TUESDAY,14,318,46,NOVEMBER,11,4,2017,2,3,2018,2,2,2017-2018,8
20161214,14 December 2016,4,WEDNESDAY,14,349,51,DECMEBER,12,4,2016,2,3,2017,2,2,2016-2017,9
20161114,14 November 2016,2,MONDAY,14,319,47,NOVEMBER,11,4,2016,2,3,2017,2,2,2016-2017,8
20221214,14 December 2022,4,WEDNESDAY,14,348,51,DECMEBER,12,4,2022,2,3,2023,2,2,2022-2023,9
20191114,14 November 2019,5,THURSDAY,14,318,46,NOVEMBER,11,4,2019,2,3,2020,2,2,2019-2020,8
20231114,14 November 2023,3,TUESDAY,14,318,46,NOVEMBER,11,4,2023,2,3,2024,2,2,2023-2024,8
20221114,14 November 2022,2,MONDAY,14,318,47,NOVEMBER,11,4,2022,2,3,2023,2,2,2022-2023,8
20151014,14 October 2015,4,WEDNESDAY,14,287,42,OCTOBER,10,4,2015,2,3,2016,2,2,2015-2016,7
20141214,14 December 2014,1,SUNDAY,14,348,51,DECMEBER,12,4,2014,2,3,2015,2,2,2014-2015,9
20231214,14 December 2023,5,THURSDAY,14,348,50,DECMEBER,12,4,2023,2,3,2024,2,2,2023-2024,9
20251014,14 October 2025,3,TUESDAY,14,287,42,OCTOBER,10,4,2025,2,3,2026,2,2,2025-2026,7
20201214,14 December 2020,2,MONDAY,14,349,51,DECMEBER,12,4,2020,2,3,2021,2,2,2020-2021,9
20131214,14 December 2013,7,SATURDAY,14,348,50,DECMEBER,12,4,2013,2,3,2014,2,2,2013-2014,9
20131014,14 October 2013,2,MONDAY,14,287,42,OCTOBER,10,4,2013,2,3,2014,2,2,2013-2014,7
20191214,14 December 2019,7,SATURDAY,14,348,50,DECMEBER,12,4,2019,2,3,2020,2,2,2019-2020,9
20181214,14 December 2018,6,FRIDAY,14,348,50,DECMEBER,12,4,2018,2,3,2019,2,2,2018-2019,9
20251214,14 December 2025,1,SUNDAY,14,348,51,DECMEBER,12,4,2025,2,3,2026,2,2,2025-2026,9
20151114,14 November 2015,7,SATURDAY,14,318,46,NOVEMBER,11,4,2015,2,3,2016,2,2,2015-2016,8
20171214,14 December 2017,5,THURSDAY,14,348,50,DECMEBER,12,4,2017,2,3,2018,2,2,2017-2018,9
20141114,14 November 2014,6,FRIDAY,14,318,46,NOVEMBER,11,4,2014,2,3,2015,2,2,2014-2015,8
20251114,14 November 2025,6,FRIDAY,14,318,46,NOVEMBER,11,4,2025,2,3,2026,2,2,2025-2026,8
20211114,14 November 2021,1,SUNDAY,14,318,47,NOVEMBER,11,4,2021,2,3,2022,2,2,2021-2022,8
20131114,14 November 2013,5,THURSDAY,14,318,46,NOVEMBER,11,4,2013,2,3,2014,2,2,2013-2014,8
20211014,14 October 2021,5,THURSDAY,14,287,42,OCTOBER,10,4,2021,2,3,2022,2,2,2021-2022,7
20201114,14 November 2020,7,SATURDAY,14,319,46,NOVEMBER,11,4,2020,2,3,2021,2,2,2020-2021,8
20221014,14 October 2022,6,FRIDAY,14,287,42,OCTOBER,10,4,2022,2,3,2023,2,2,2022-2023,7
20181114,14 November 2018,4,WEDNESDAY,14,318,46,NOVEMBER,11,4,2018,2,3,2019,2,2,2018-2019,8
20231014,14 October 2023,7,SATURDAY,14,287,41,OCTOBER,10,4,2023,2,3,2024,2,2,2023-2024,7
20201014,14 October 2020,4,WEDNESDAY,14,288,42,OCTOBER,10,4,2020,2,3,2021,2,2,2020-2021,7
20141014,14 October 2014,3,TUESDAY,14,287,42,OCTOBER,10,4,2014,2,3,2015,2,2,2014-2015,7
20181014,14 October 2018,1,SUNDAY,14,287,42,OCTOBER,10,4,2018,2,3,2019,2,2,2018-2019,7
20211214,14 December 2021,3,TUESDAY,14,348,51,DECMEBER,12,4,2021,2,3,2022,2,2,2021-2022,9
20151214,14 December 2015,2,MONDAY,14,348,51,DECMEBER,12,4,2015,2,3,2016,2,2,2015-2016,9
20161014,14 October 2016,6,FRIDAY,14,288,42,OCTOBER,10,4,2016,2,3,2017,2,2,2016-2017,7
20191014,14 October 2019,2,MONDAY,14,287,42,OCTOBER,10,4,2019,2,3,2020,2,2,2019-2020,7
20171014,14 October 2017,7,SATURDAY,14,287,41,OCTOBER,10,4,2017,2,3,2018,2,2,2017-2018,7
20241114,14 November 2024,5,THURSDAY,14,319,46,NOVEMBER,11,4,2024,2,3,2025,2,2,2024-2025,8
20241214,14 December 2024,7,SATURDAY,14,349,50,DECMEBER,12,4,2024,2,3,2025,2,2,2024-2025,9
20241014,14 October 2024,2,MONDAY,14,288,42,OCTOBER,10,4,2024,2,3,2025,2,2,2024-2025,7
20141108,08 November 2014,7,SATURDAY,8,312,45,NOVEMBER,11,4,2014,2,3,2015,2,2,2014-2015,8
20220708,08 July 2022,6,FRIDAY,8,189,28,JULY,7,3,2022,2,2,2023,1,2,2022-2023,4
20130508,08 May 2013,4,WEDNESDAY,8,128,19,MAY,5,2,2013,1,1,2014,1,2,2013-2014,2
20200308,08 March 2020,1,SUNDAY,8,68,11,MARCH,3,1,2020,1,4,2020,2,2,2019-2020,12
20190308,08 March 2019,6,FRIDAY,8,67,10,MARCH,3,1,2019,1,4,2019,2,2,2018-2019,12
20160508,08 May 2016,1,SUNDAY,8,129,20,MAY,5,2,2016,1,1,2017,1,2,2016-2017,2
20250408,08 April 2025,3,TUESDAY,8,98,15,APRIL,4,2,2025,1,1,2026,1,2,2025-2026,1
20250308,08 March 2025,7,SATURDAY,8,67,10,MARCH,3,1,2025,1,4,2025,2,2,2024-2025,12
20230308,08 March 2023,4,WEDNESDAY,8,67,10,MARCH,3,1,2023,1,4,2023,2,2,2022-2023,12
20150408,08 April 2015,4,WEDNESDAY,8,98,15,APRIL,4,2,2015,1,1,2016,1,2,2015-2016,1
20131108,08 November 2013,6,FRIDAY,8,312,45,NOVEMBER,11,4,2013,2,3,2014,2,2,2013-2014,8
20201208,08 December 2020,3,TUESDAY,8,343,50,DECMEBER,12,4,2020,2,3,2021,2,2,2020-2021,9
20200108,08 January 2020,4,WEDNESDAY,8,8,2,JANUARY,1,1,2020,1,4,2020,2,2,2019-2020,10
20160308,08 March 2016,3,TUESDAY,8,68,11,MARCH,3,1,2016,1,4,2016,2,2,2015-2016,12
20150708,08 July 2015,4,WEDNESDAY,8,189,28,JULY,7,3,2015,2,2,2016,1,2,2015-2016,4
20150508,08 May 2015,6,FRIDAY,8,128,19,MAY,5,2,2015,1,1,2016,1,2,2015-2016,2
20141208,08 December 2014,2,MONDAY,8,342,50,DECMEBER,12,4,2014,2,3,2015,2,2,2014-2015,9
20140808,08 August 2014,6,FRIDAY,8,220,32,AUGUST,8,3,2014,2,2,2015,1,2,2014-2015,5
20211008,08 October 2021,6,FRIDAY,8,281,41,OCTOBER,10,4,2021,2,3,2022,2,2,2021-2022,7
20160908,08 September 2016,5,THURSDAY,8,252,37,SEPTEMBER,9,3,2016,2,2,2017,1,2,2016-2017,6
20170108,08 January 2017,1,SUNDAY,8,8,2,JANUARY,1,1,2017,1,4,2017,2,2,2016-2017,10
20171008,08 October 2017,1,SUNDAY,8,281,41,OCTOBER,10,4,2017,2,3,2018,2,2,2017-2018,7
20180208,08 February 2018,5,THURSDAY,8,39,6,FEBRUARY,2,1,2018,1,4,2018,2,2,2017-2018,11
20240208,08 February 2024,5,THURSDAY,8,39,6,FEBRUARY,2,1,2024,1,4,2024,2,2,2023-2024,11
20231108,08 November 2023,4,WEDNESDAY,8,312,45,NOVEMBER,11,4,2023,2,3,2024,2,2,2023-2024,8
20241008,08 October 2024,3,TUESDAY,8,282,41,OCTOBER,10,4,2024,2,3,2025,2,2,2024-2025,7
20210508,08 May 2021,7,SATURDAY,8,128,19,MAY,5,2,2021,1,1,2022,1,2,2021-2022,2
20190708,08 July 2019,2,MONDAY,8,189,28,JULY,7,3,2019,2,2,2020,1,2,2019-2020,4
20221108,08 November 2022,3,TUESDAY,8,312,46,NOVEMBER,11,4,2022,2,3,2023,2,2,2022-2023,8
20181108,08 November 2018,5,THURSDAY,8,312,45,NOVEMBER,11,4,2018,2,3,2019,2,2,2018-2019,8
20200608,08 June 2020,2,MONDAY,8,160,24,JUNE,6,2,2020,1,1,2021,1,2,2020-2021,3
20160708,08 July 2016,6,FRIDAY,8,190,28,JULY,7,3,2016,2,2,2017,1,2,2016-2017,4
20251008,08 October 2025,4,WEDNESDAY,8,281,41,OCTOBER,10,4,2025,2,3,2026,2,2,2025-2026,7
20190508,08 May 2019,4,WEDNESDAY,8,128,19,MAY,5,2,2019,1,1,2020,1,2,2019-2020,2
20150908,08 September 2015,3,TUESDAY,8,251,37,SEPTEMBER,9,3,2015,2,2,2016,1,2,2015-2016,6
20191108,08 November 2019,6,FRIDAY,8,312,45,NOVEMBER,11,4,2019,2,3,2020,2,2,2019-2020,8
20210808,08 August 2021,1,SUNDAY,8,220,33,AUGUST,8,3,2021,2,2,2022,1,2,2021-2022,5
20250708,08 July 2025,3,TUESDAY,8,189,28,JULY,7,3,2025,2,2,2026,1,2,2025-2026,4
20221208,08 December 2022,5,THURSDAY,8,342,50,DECMEBER,12,4,2022,2,3,2023,2,2,2022-2023,9
20220108,08 January 2022,7,SATURDAY,8,8,2,JANUARY,1,1,2022,1,4,2022,2,2,2021-2022,10
20190808,08 August 2019,5,THURSDAY,8,220,32,AUGUST,8,3,2019,2,2,2020,1,2,2019-2020,5
20190908,08 September 2019,1,SUNDAY,8,251,37,SEPTEMBER,9,3,2019,2,2,2020,1,2,2019-2020,6
20180108,08 January 2018,2,MONDAY,8,8,2,JANUARY,1,1,2018,1,4,2018,2,2,2017-2018,10
20161108,08 November 2016,3,TUESDAY,8,313,46,NOVEMBER,11,4,2016,2,3,2017,2,2,2016-2017,8
20150608,08 June 2015,2,MONDAY,8,159,24,JUNE,6,2,2015,1,1,2016,1,2,2015-2016,3
20150208,08 February 2015,1,SUNDAY,8,39,7,FEBRUARY,2,1,2015,1,4,2015,2,2,2014-2015,11
20230908,08 September 2023,6,FRIDAY,8,251,36,SEPTEMBER,9,3,2023,2,2,2024,1,2,2023-2024,6
20131008,08 October 2013,3,TUESDAY,8,281,41,OCTOBER,10,4,2013,2,3,2014,2,2,2013-2014,7
20240908,08 September 2024,1,SUNDAY,8,252,37,SEPTEMBER,9,3,2024,2,2,2025,1,2,2024-2025,6
20190408,08 April 2019,2,MONDAY,8,98,15,APRIL,4,2,2019,1,1,2020,1,2,2019-2020,1
20241208,08 December 2024,1,SUNDAY,8,343,50,DECMEBER,12,4,2024,2,3,2025,2,2,2024-2025,9
20240508,08 May 2024,4,WEDNESDAY,8,129,19,MAY,5,2,2024,1,1,2025,1,2,2024-2025,2
20230608,08 June 2023,5,THURSDAY,8,159,23,JUNE,6,2,2023,1,1,2024,1,2,2023-2024,3
20220608,08 June 2022,4,WEDNESDAY,8,159,24,JUNE,6,2,2022,1,1,2023,1,2,2022-2023,3
20240308,08 March 2024,6,FRIDAY,8,68,10,MARCH,3,1,2024,1,4,2024,2,2,2023-2024,12
20220808,08 August 2022,2,MONDAY,8,220,33,AUGUST,8,3,2022,2,2,2023,1,2,2022-2023,5
20160108,08 January 2016,6,FRIDAY,8,8,2,JANUARY,1,1,2016,1,4,2016,2,2,2015-2016,10
20160408,08 April 2016,6,FRIDAY,8,99,15,APRIL,4,2,2016,1,1,2017,1,2,2016-2017,1
20130608,08 June 2013,7,SATURDAY,8,159,23,JUNE,6,2,2013,1,1,2014,1,2,2013-2014,3
20170308,08 March 2017,4,WEDNESDAY,8,67,10,MARCH,3,1,2017,1,4,2017,2,2,2016-2017,12
20220908,08 September 2022,5,THURSDAY,8,251,37,SEPTEMBER,9,3,2022,2,2,2023,1,2,2022-2023,6
20220308,08 March 2022,3,TUESDAY,8,67,11,MARCH,3,1,2022,1,4,2022,2,2,2021-2022,12
20161208,08 December 2016,5,THURSDAY,8,343,50,DECMEBER,12,4,2016,2,3,2017,2,2,2016-2017,9
20180408,08 April 2018,1,SUNDAY,8,98,15,APRIL,4,2,2018,1,1,2019,1,2,2018-2019,1
20151208,08 December 2015,3,TUESDAY,8,342,50,DECMEBER,12,4,2015,2,3,2016,2,2,2015-2016,9
20130408,08 April 2013,2,MONDAY,8,98,15,APRIL,4,2,2013,1,1,2014,1,2,2013-2014,1
20200208,08 February 2020,7,SATURDAY,8,39,6,FEBRUARY,2,1,2020,1,4,2020,2,2,2019-2020,11
20180908,08 September 2018,7,SATURDAY,8,251,36,SEPTEMBER,9,3,2018,2,2,2019,1,2,2018-2019,6
20140608,08 June 2014,1,SUNDAY,8,159,24,JUNE,6,2,2014,1,1,2015,1,2,2014-2015,3
20140108,08 January 2014,4,WEDNESDAY,8,8,2,JANUARY,1,1,2014,1,4,2014,2,2,2013-2014,10
20170508,08 May 2017,2,MONDAY,8,128,19,MAY,5,2,2017,1,1,2018,1,2,2017-2018,2
20140908,08 September 2014,2,MONDAY,8,251,37,SEPTEMBER,9,3,2014,2,2,2015,1,2,2014-2015,6
20251208,08 December 2025,2,MONDAY,8,342,50,DECMEBER,12,4,2025,2,3,2026,2,2,2025-2026,9
20211208,08 December 2021,4,WEDNESDAY,8,342,50,DECMEBER,12,4,2021,2,3,2022,2,2,2021-2022,9
20150808,08 August 2015,7,SATURDAY,8,220,32,AUGUST,8,3,2015,2,2,2016,1,2,2015-2016,5
20191008,08 October 2019,3,TUESDAY,8,281,41,OCTOBER,10,4,2019,2,3,2020,2,2,2019-2020,7
20240108,08 January 2024,2,MONDAY,8,8,2,JANUARY,1,1,2024,1,4,2024,2,2,2023-2024,10
20140508,08 May 2014,5,THURSDAY,8,128,19,MAY,5,2,2014,1,1,2015,1,2,2014-2015,2
20170708,08 July 2017,7,SATURDAY,8,189,27,JULY,7,3,2017,2,2,2018,1,2,2017-2018,4
20250508,08 May 2025,5,THURSDAY,8,128,19,MAY,5,2,2025,1,1,2026,1,2,2025-2026,2
20140308,08 March 2014,7,SATURDAY,8,67,10,MARCH,3,1,2014,1,4,2014,2,2,2013-2014,12
20171108,08 November 2017,4,WEDNESDAY,8,312,45,NOVEMBER,11,4,2017,2,3,2018,2,2,2017-2018,8
20220208,08 February 2022,3,TUESDAY,8,39,7,FEBRUARY,2,1,2022,1,4,2022,2,2,2021-2022,11
20170208,08 February 2017,4,WEDNESDAY,8,39,6,FEBRUARY,2,1,2017,1,4,2017,2,2,2016-2017,11
20240808,08 August 2024,5,THURSDAY,8,221,32,AUGUST,8,3,2024,2,2,2025,1,2,2024-2025,5
20220408,08 April 2022,6,FRIDAY,8,98,15,APRIL,4,2,2022,1,1,2023,1,2,2022-2023,1
20170908,08 September 2017,6,FRIDAY,8,251,36,SEPTEMBER,9,3,2017,2,2,2018,1,2,2017-2018,6
20210608,08 June 2021,3,TUESDAY,8,159,24,JUNE,6,2,2021,1,1,2022,1,2,2021-2022,3
20250908,08 September 2025,2,MONDAY,8,251,37,SEPTEMBER,9,3,2025,2,2,2026,1,2,2025-2026,6
20201008,08 October 2020,5,THURSDAY,8,282,41,OCTOBER,10,4,2020,2,3,2021,2,2,2020-2021,7
20230408,08 April 2023,7,SATURDAY,8,98,14,APRIL,4,2,2023,1,1,2024,1,2,2023-2024,1
20160608,08 June 2016,4,WEDNESDAY,8,160,24,JUNE,6,2,2016,1,1,2017,1,2,2016-2017,3
20250208,08 February 2025,7,SATURDAY,8,39,6,FEBRUARY,2,1,2025,1,4,2025,2,2,2024-2025,11
20200808,08 August 2020,7,SATURDAY,8,221,32,AUGUST,8,3,2020,2,2,2021,1,2,2020-2021,5
20231208,08 December 2023,6,FRIDAY,8,342,49,DECMEBER,12,4,2023,2,3,2024,2,2,2023-2024,9
20180508,08 May 2018,3,TUESDAY,8,128,19,MAY,5,2,2018,1,1,2019,1,2,2018-2019,2
20230108,08 January 2023,1,SUNDAY,8,8,2,JANUARY,1,1,2023,1,4,2023,2,2,2022-2023,10
20220508,08 May 2022,1,SUNDAY,8,128,20,MAY,5,2,2022,1,1,2023,1,2,2022-2023,2
20180808,08 August 2018,4,WEDNESDAY,8,220,32,AUGUST,8,3,2018,2,2,2019,1,2,2018-2019,5
20161008,08 October 2016,7,SATURDAY,8,282,41,OCTOBER,10,4,2016,2,3,2017,2,2,2016-2017,7
20160808,08 August 2016,2,MONDAY,8,221,33,AUGUST,8,3,2016,2,2,2017,1,2,2016-2017,5
20180308,08 March 2018,5,THURSDAY,8,67,10,MARCH,3,1,2018,1,4,2018,2,2,2017-2018,12
20251108,08 November 2025,7,SATURDAY,8,312,45,NOVEMBER,11,4,2025,2,3,2026,2,2,2025-2026,8
20250108,08 January 2025,4,WEDNESDAY,8,8,2,JANUARY,1,1,2025,1,4,2025,2,2,2024-2025,10
20151108,08 November 2015,1,SUNDAY,8,312,46,NOVEMBER,11,4,2015,2,3,2016,2,2,2015-2016,8
20240408,08 April 2024,2,MONDAY,8,99,15,APRIL,4,2,2024,1,1,2025,1,2,2024-2025,1
20230808,08 August 2023,3,TUESDAY,8,220,32,AUGUST,8,3,2023,2,2,2024,1,2,2023-2024,5
20250608,08 June 2025,1,SUNDAY,8,159,24,JUNE,6,2,2025,1,1,2026,1,2,2025-2026,3
20210208,08 February 2021,2,MONDAY,8,39,7,FEBRUARY,2,1,2021,1,4,2021,2,2,2020-2021,11
20130908,08 September 2013,1,SUNDAY,8,251,37,SEPTEMBER,9,3,2013,2,2,2014,1,2,2013-2014,6
20130708,08 July 2013,2,MONDAY,8,189,28,JULY,7,3,2013,2,2,2014,1,2,2013-2014,4
20200908,08 September 2020,3,TUESDAY,8,252,37,SEPTEMBER,9,3,2020,2,2,2021,1,2,2020-2021,6
20210908,08 September 2021,4,WEDNESDAY,8,251,37,SEPTEMBER,9,3,2021,2,2,2022,1,2,2021-2022,6
20130308,08 March 2013,6,FRIDAY,8,67,10,MARCH,3,1,2013,1,4,2013,2,2,2012-2013,12
20130208,08 February 2013,6,FRIDAY,8,39,6,FEBRUARY,2,1,2013,1,4,2013,2,2,2012-2013,11
20210408,08 April 2021,5,THURSDAY,8,98,15,APRIL,4,2,2021,1,1,2022,1,2,2021-2022,1
20190108,08 January 2019,3,TUESDAY,8,8,2,JANUARY,1,1,2019,1,4,2019,2,2,2018-2019,10
20210308,08 March 2021,2,MONDAY,8,67,11,MARCH,3,1,2021,1,4,2021,2,2,2020-2021,12
20191208,08 December 2019,1,SUNDAY,8,342,50,DECMEBER,12,4,2019,2,3,2020,2,2,2019-2020,9
20131208,08 December 2013,1,SUNDAY,8,342,50,DECMEBER,12,4,2013,2,3,2014,2,2,2013-2014,9
20211108,08 November 2021,2,MONDAY,8,312,46,NOVEMBER,11,4,2021,2,3,2022,2,2,2021-2022,8
20130108,08 January 2013,3,TUESDAY,8,8,2,JANUARY,1,1,2013,1,4,2013,2,2,2012-2013,10
20150108,08 January 2015,5,THURSDAY,8,8,2,JANUARY,1,1,2015,1,4,2015,2,2,2014-2015,10
20221008,08 October 2022,7,SATURDAY,8,281,41,OCTOBER,10,4,2022,2,3,2023,2,2,2022-2023,7
20241108,08 November 2024,6,FRIDAY,8,313,45,NOVEMBER,11,4,2024,2,3,2025,2,2,2024-2025,8
20210108,08 January 2021,6,FRIDAY,8,8,2,JANUARY,1,1,2021,1,4,2021,2,2,2020-2021,10
20240608,08 June 2024,7,SATURDAY,8,160,23,JUNE,6,2,2024,1,1,2025,1,2,2024-2025,3
20231008,08 October 2023,1,SUNDAY,8,281,41,OCTOBER,10,4,2023,2,3,2024,2,2,2023-2024,7
20230508,08 May 2023,2,MONDAY,8,128,19,MAY,5,2,2023,1,1,2024,1,2,2023-2024,2
20171208,08 December 2017,6,FRIDAY,8,342,49,DECMEBER,12,4,2017,2,3,2018,2,2,2017-2018,9
20181008,08 October 2018,2,MONDAY,8,281,41,OCTOBER,10,4,2018,2,3,2019,2,2,2018-2019,7
20230708,08 July 2023,7,SATURDAY,8,189,27,JULY,7,3,2023,2,2,2024,1,2,2023-2024,4
20170408,08 April 2017,7,SATURDAY,8,98,14,APRIL,4,2,2017,1,1,2018,1,2,2017-2018,1
20170608,08 June 2017,5,THURSDAY,8,159,23,JUNE,6,2,2017,1,1,2018,1,2,2017-2018,3
20200408,08 April 2020,4,WEDNESDAY,8,99,15,APRIL,4,2,2020,1,1,2021,1,2,2020-2021,1
20201108,08 November 2020,1,SUNDAY,8,313,46,NOVEMBER,11,4,2020,2,3,2021,2,2,2020-2021,8
20240708,08 July 2024,2,MONDAY,8,190,28,JULY,7,3,2024,2,2,2025,1,2,2024-2025,4
20180608,08 June 2018,6,FRIDAY,8,159,23,JUNE,6,2,2018,1,1,2019,1,2,2018-2019,3
20210708,08 July 2021,5,THURSDAY,8,189,28,JULY,7,3,2021,2,2,2022,1,2,2021-2022,4
20181208,08 December 2018,7,SATURDAY,8,342,49,DECMEBER,12,4,2018,2,3,2019,2,2,2018-2019,9
20190608,08 June 2019,7,SATURDAY,8,159,23,JUNE,6,2,2019,1,1,2020,1,2,2019-2020,3
20141008,08 October 2014,4,WEDNESDAY,8,281,41,OCTOBER,10,4,2014,2,3,2015,2,2,2014-2015,7
20180708,08 July 2018,1,SUNDAY,8,189,28,JULY,7,3,2018,2,2,2019,1,2,2018-2019,4
20160208,08 February 2016,2,MONDAY,8,39,7,FEBRUARY,2,1,2016,1,4,2016,2,2,2015-2016,11
20170808,08 August 2017,3,TUESDAY,8,220,32,AUGUST,8,3,2017,2,2,2018,1,2,2017-2018,5
20140408,08 April 2014,3,TUESDAY,8,98,15,APRIL,4,2,2014,1,1,2015,1,2,2014-2015,1
20130808,08 August 2013,5,THURSDAY,8,220,32,AUGUST,8,3,2013,2,2,2014,1,2,2013-2014,5
20151008,08 October 2015,5,THURSDAY,8,281,41,OCTOBER,10,4,2015,2,3,2016,2,2,2015-2016,7
20140208,08 February 2014,7,SATURDAY,8,39,6,FEBRUARY,2,1,2014,1,4,2014,2,2,2013-2014,11
20140708,08 July 2014,3,TUESDAY,8,189,28,JULY,7,3,2014,2,2,2015,1,2,2014-2015,4
20150308,08 March 2015,1,SUNDAY,8,67,11,MARCH,3,1,2015,1,4,2015,2,2,2014-2015,12
20200508,08 May 2020,6,FRIDAY,8,129,19,MAY,5,2,2020,1,1,2021,1,2,2020-2021,2
20200708,08 July 2020,4,WEDNESDAY,8,190,28,JULY,7,3,2020,2,2,2021,1,2,2020-2021,4
20230208,08 February 2023,4,WEDNESDAY,8,39,6,FEBRUARY,2,1,2023,1,4,2023,2,2,2022-2023,11
20250808,08 August 2025,6,FRIDAY,8,220,32,AUGUST,8,3,2025,2,2,2026,1,2,2025-2026,5
20190208,08 February 2019,6,FRIDAY,8,39,6,FEBRUARY,2,1,2019,1,4,2019,2,2,2018-2019,11
20150411,11 April 2015,7,SATURDAY,11,101,15,APRIL,4,2,2015,1,1,2016,1,2,2015-2016,1
20250511,11 May 2025,1,SUNDAY,11,131,20,MAY,5,2,2025,1,1,2026,1,2,2025-2026,2
20130611,11 June 2013,3,TUESDAY,11,162,24,JUNE,6,2,2013,1,1,2014,1,2,2013-2014,3
20130511,11 May 2013,7,SATURDAY,11,131,19,MAY,5,2,2013,1,1,2014,1,2,2013-2014,2
20140611,11 June 2014,4,WEDNESDAY,11,162,24,JUNE,6,2,2014,1,1,2015,1,2,2014-2015,3
20240611,11 June 2024,3,TUESDAY,11,163,24,JUNE,6,2,2024,1,1,2025,1,2,2024-2025,3
20230411,11 April 2023,3,TUESDAY,11,101,15,APRIL,4,2,2023,1,1,2024,1,2,2023-2024,1
20210611,11 June 2021,6,FRIDAY,11,162,24,JUNE,6,2,2021,1,1,2022,1,2,2021-2022,3
20170411,11 April 2017,3,TUESDAY,11,101,15,APRIL,4,2,2017,1,1,2018,1,2,2017-2018,1
20160511,11 May 2016,4,WEDNESDAY,11,132,20,MAY,5,2,2016,1,1,2017,1,2,2016-2017,2
20190411,11 April 2019,5,THURSDAY,11,101,15,APRIL,4,2,2019,1,1,2020,1,2,2019-2020,1
20140411,11 April 2014,6,FRIDAY,11,101,15,APRIL,4,2,2014,1,1,2015,1,2,2014-2015,1
20170611,11 June 2017,1,SUNDAY,11,162,24,JUNE,6,2,2017,1,1,2018,1,2,2017-2018,3
20240511,11 May 2024,7,SATURDAY,11,132,19,MAY,5,2,2024,1,1,2025,1,2,2024-2025,2
20240411,11 April 2024,5,THURSDAY,11,102,15,APRIL,4,2,2024,1,1,2025,1,2,2024-2025,1
20220411,11 April 2022,2,MONDAY,11,101,16,APRIL,4,2,2022,1,1,2023,1,2,2022-2023,1
20190511,11 May 2019,7,SATURDAY,11,131,19,MAY,5,2,2019,1,1,2020,1,2,2019-2020,2
20170511,11 May 2017,5,THURSDAY,11,131,19,MAY,5,2,2017,1,1,2018,1,2,2017-2018,2
